model,problem_id,s_enc,s_dead,s_lex
Dataset_codellama,p02410,0.44,0.3625,0.308333
Dataset_codellama,p02389,0.24,0.15,0.208333
Dataset_codellama,p02388,0.47,0.5,0.483333
Dataset_codellama,p02411,0.0,0.0,0.566667
Dataset_codellama,p02405,0.06,0.1,0.258333
Dataset_codellama,p03041,0.19,0.35,0.291667
Dataset_codellama,p03243,0.17,0.4625,0.3
Dataset_codellama,p02613,0.06,0.2125,0.133333
Dataset_codellama,p02773,0.78,0.275,0.475
Dataset_codellama,p02983,0.23,0.325,0.175
Dataset_codellama,p02767,0.22,0.3125,0.15
Dataset_codellama,p02571,0.22,0.2,0.166667
Dataset_codellama,p03109,0.05,0.425,0.383333
Dataset_codellama,p02264,0.45,0.375,0.291667
Dataset_codellama,p03146,0.2,0.25,0.25
Dataset_codellama,p02258,0.11,0.2625,0.391667
Dataset_codellama,p02700,0.44,0.25,0.291667
Dataset_codellama,p03378,0.11,0.0875,0.25
Dataset_codellama,p02847,0.04,0.175,0.2
Dataset_codellama,p02729,0.33,0.1875,0.183333
Dataset_codellama,p02675,0.2,0.6125,0.3
Dataset_codellama,p04012,0.08,0.1375,0.283333
Dataset_codellama,p03147,0.16,0.2625,0.175
Dataset_codellama,p03998,0.2875,0.2625,0.191667
Dataset_codellama,p02259,0.02,0.525,0.308333
Dataset_codellama,p02701,0.26,0.125,0.225
Dataset_codellama,p02677,0.26,0.3875,0.166667
Dataset_codellama,p03435,0.23,0.1125,0.241667
Dataset_codellama,p02688,0.16,0.3125,0.125
Dataset_codellama,p02717,0.1,0.2875,0.191667
Dataset_codellama,p02879,0.02,0.175,0.258333
Dataset_codellama,p02887,0.22,0.2875,0.416667
Dataset_codellama,p02886,0.23,0.1875,0.191667
Dataset_codellama,p03434,0.22,0.1625,0.191667
Dataset_codellama,p02676,0.3,0.7,0.533333
Dataset_codellama,p02712,0.16,0.125,0.133333
Dataset_codellama,p03352,0.27,0.1625,0.18
Dataset_codellama,p02909,0.2,0.45,0.258333
Dataset_codellama,p02706,0.2,0.25,0.158333
Dataset_codellama,p03632,0.25,0.25,0.2
Dataset_codellama,p02935,0.19,0.3,0.208333
Dataset_codellama,p02921,0.22,0.6625,0.516667
Dataset_codellama,p02699,0.02,0.5625,0.45
Dataset_codellama,p03035,0.19,0.3,0.083333
Dataset_codellama,p03545,0.2,0.2,0.091667
Dataset_codellama,p02934,0.34,0.1125,0.266667
Dataset_codellama,p02707,0.2,0.2,0.241667
Dataset_codellama,p02263,0.12,0.0875,0.366667
Dataset_codellama,p02897,0.12,0.1625,0.166667
Dataset_codellama,p02705,0.18,0.2,0.266667
Dataset_codellama,p03814,0.18,0.175,0.216667
Dataset_codellama,p02713,0.27,0.275,0.308333
Dataset_codellama,p02711,0.01,0.7125,0.366667
Dataset_codellama,p02922,0.09,0.05,0.158333
Dataset_codellama,p02659,0.19,0.15,0.158333
Dataset_codellama,p02881,0.19,0.225,0.116667
Dataset_codellama,p02923,0.15,0.15,0.158333
Dataset_codellama,p02260,0.21,0.15,0.666667
Dataset_codellama,p03037,0.2,0.2,0.308333
Dataset_codellama,p02658,0.29,0.25,0.25
Dataset_codellama,p02880,0.1375,0.333333,0.416667
Dataset_codellama,p03220,0.17,0.075,0.15
Dataset_deepseek-r1,p02682,0.69,0.8,0.683333
Dataset_deepseek-r1,p02640,0.19,0.5625,0.641667
Dataset_deepseek-r1,p02899,0.61,0.6875,0.616667
Dataset_deepseek-r1,p03775,0.82,0.8125,0.641667
Dataset_deepseek-r1,p02898,0.71,0.8,0.7
Dataset_deepseek-r1,p03371,0.72,0.6,0.383333
Dataset_deepseek-r1,p03013,0.38,0.6375,0.541667
Dataset_deepseek-r1,p03239,0.63,0.6375,0.6
Dataset_deepseek-r1,p03012,0.76,0.725,0.683333
Dataset_deepseek-r1,p02641,0.71,0.675,0.541667
Dataset_deepseek-r1,p03370,0.5,0.8,0.575
Dataset_deepseek-r1,p03416,0.7,0.75,0.666667
Dataset_deepseek-r1,p02694,0.75,0.8,0.633333
Dataset_deepseek-r1,p02911,0.44,0.625,0.491667
Dataset_deepseek-r1,p02681,0.36,0.7375,0.633333
Dataset_deepseek-r1,p04030,0.67,0.775,0.633333
Dataset_deepseek-r1,p02910,0.31,0.75,0.65
Dataset_deepseek-r1,p03011,0.76,0.725,0.683333
Dataset_deepseek-r1,p02657,0.71,0.7,0.566667
Dataset_deepseek-r1,p02723,0.46,0.775,0.666667
Dataset_deepseek-r1,p02257,0.8,0.7875,0.691667
Dataset_deepseek-r1,p03161,0.71,0.825,0.758333
Dataset_deepseek-r1,p02860,0.46,0.825,0.775
Dataset_deepseek-r1,p02256,0.42,0.625,0.583333
Dataset_deepseek-r1,p03001,0.63,0.6875,0.416667
Dataset_deepseek-r1,p02268,0.42,0.65,0.475
Dataset_deepseek-r1,p03160,0.8,0.7625,0.775
Dataset_deepseek-r1,p03000,0.69,0.625,0.525
Dataset_deepseek-r1,p02848,0.37,0.775,0.791667
Dataset_deepseek-r1,p03835,0.57,0.775,0.583333
Dataset_deepseek-r1,p03360,0.77,0.725,0.733333
Dataset_deepseek-r1,p02730,0.57,0.7,0.508333
Dataset_deepseek-r1,p02718,0.74,0.85,0.758333
Dataset_deepseek-r1,p02731,0.68,0.675,0.558333
Dataset_deepseek-r1,p02725,0.63,0.7125,0.583333
Dataset_deepseek-r1,p02687,0.26,0.625,0.541667
Dataset_deepseek-r1,p02916,0.76,0.6,0.758333
Dataset_deepseek-r1,p02917,0.65,0.6875,0.633333
Dataset_deepseek-r1,p02693,0.68,0.775,0.641667
Dataset_deepseek-r1,p02724,0.6,0.7,0.575
Dataset_deepseek-r1,p02255,0.86,0.7375,0.791667
Dataset_deepseek-r1,p03448,0.72,0.75,0.683333
Dataset_deepseek-r1,p02719,0.74,0.725,0.733333
Dataset_deepseek-r1,p02391,0.32,0.8,0.725
Dataset_deepseek-r1,p02408,0.45,0.675,0.633333
Dataset_deepseek-r1,p02622,0.68,0.6875,0.558333
Dataset_deepseek-r1,p03474,0.67,0.8,0.7
Dataset_deepseek-r1,p02959,0.71,0.5375,0.65
Dataset_deepseek-r1,p02971,0.51,0.5625,0.516667
Dataset_deepseek-r1,p02420,0.35,0.675,0.566667
Dataset_deepseek-r1,p03071,0.7,0.7,0.566667
Dataset_deepseek-r1,p02390,0.64,0.6875,0.525
Dataset_deepseek-r1,p02409,0.55,0.7,0.7
Dataset_deepseek-r1,p04044,0.61,0.76875,0.566667
Dataset_deepseek-r1,p02421,0.82,0.55,0.758333
Dataset_deepseek-r1,p03449,0.69,0.6875,0.566667
Dataset_deepseek-r1,p03059,0.67,0.6,0.325
Dataset_deepseek-r1,p02970,0.82,0.7875,0.725
Dataset_deepseek-r1,p02582,0.75,0.7125,0.808333
Dataset_deepseek-r1,p02958,0.41,0.85,0.766667
Dataset_deepseek-r1,p02755,0.52,0.725,0.683333
Dataset_deepseek-r1,p02621,0.32,0.6375,0.591667
Dataset_deepseek-r1,p03107,0.72,0.65,0.566667
Dataset_deepseek-r1,p02812,0.74,0.725,0.683333
Dataset_deepseek-r1,p03073,0.54,0.675,0.533333
Dataset_deepseek-r1,p02392,0.28,0.7875,0.841667
Dataset_deepseek-r1,p02754,0.58,0.6625,0.566667
Dataset_deepseek-r1,p02783,0.77,0.6875,0.541667
Dataset_deepseek-r1,p02393,0.67,0.7,0.741667
Dataset_deepseek-r1,p03106,0.79,0.8,0.733333
Dataset_deepseek-r1,p02595,0.76,0.8375,0.766667
Dataset_deepseek-r1,p03072,0.75,0.75,0.583333
Dataset_deepseek-r1,p03102,0.67,0.8,0.575
Dataset_deepseek-r1,p02552,0.45,0.6375,0.566667
Dataset_deepseek-r1,p02778,0.54,0.7625,0.691667
Dataset_deepseek-r1,p04043,0.44,0.6,0.683333
Dataset_deepseek-r1,p02397,0.59,0.7,0.658333
Dataset_deepseek-r1,p03076,0.64,0.7375,0.458333
Dataset_deepseek-r1,p02988,0.61,0.725,0.708333
Dataset_deepseek-r1,p02396,0.39,0.725,0.616667
Dataset_deepseek-r1,p02802,0.69,0.6625,0.583333
Dataset_deepseek-r1,p02786,0.79,0.6125,0.775
Dataset_deepseek-r1,p02989,0.41,0.7125,0.541667
Dataset_deepseek-r1,p03261,0.75,0.775,0.816667
Dataset_deepseek-r1,p03315,0.28,0.6375,0.575
Dataset_deepseek-r1,p02547,0.57,0.725,0.716667
Dataset_deepseek-r1,p02779,0.62,0.6875,0.575
Dataset_deepseek-r1,p03854,0.66,0.75,0.566667
Dataset_deepseek-r1,p02553,0.56,0.875,0.791667
Dataset_deepseek-r1,p03471,0.64,0.725,0.616667
Dataset_deepseek-r1,p02753,0.52,0.475,0.541667
Dataset_deepseek-r1,p02784,0.7,0.625,0.541667
Dataset_deepseek-r1,p02790,0.27,0.7375,0.541667
Dataset_deepseek-r1,p02627,0.19,0.6875,0.775
Dataset_deepseek-r1,p02419,0.46,0.75,0.75
Dataset_deepseek-r1,p02394,0.24,0.4625,0.666667
Dataset_deepseek-r1,p03075,0.43,0.85,0.75
Dataset_deepseek-r1,p02381,0.41,0.6875,0.758333
Dataset_deepseek-r1,p02829,0.72,0.775,0.783333
Dataset_deepseek-r1,p03060,0.73,0.6875,0.591667
Dataset_deepseek-r1,p02791,0.81,0.7,0.666667
Dataset_deepseek-r1,p03289,0.49,0.8625,0.85
Dataset_deepseek-r1,p02801,0.2,0.65,0.783333
Dataset_deepseek-r1,p02785,0.6,0.6875,0.516667
Dataset_deepseek-r1,p02418,0.26,0.7375,0.708333
Dataset_deepseek-r1,p03316,0.61,0.8,0.683333
Dataset_deepseek-r1,p03470,0.67,0.825,0.633333
Dataset_deepseek-r1,p03680,0.71,0.625,0.533333
Dataset_deepseek-r1,p02578,0.58,0.6375,0.666667
Dataset_deepseek-r1,p03469,0.27,0.7,0.65
Dataset_deepseek-r1,p02993,0.43,0.7625,0.725
Dataset_deepseek-r1,p02777,0.5,0.6375,0.491667
Dataset_deepseek-r1,p03455,0.25,0.7875,0.658333
Dataset_deepseek-r1,p02987,0.25,0.725,0.741667
Dataset_deepseek-r1,p02818,0.64,0.725,0.541667
Dataset_deepseek-r1,p02830,0.68,0.6625,0.625
Dataset_deepseek-r1,p02401,0.33,0.75,0.808333
Dataset_deepseek-r1,p02415,0.26,0.6875,0.741667
Dataset_deepseek-r1,p03086,0.6,0.725,0.758333
Dataset_deepseek-r1,p02398,0.71,0.7375,0.691667
Dataset_deepseek-r1,p02399,0.39,0.7,0.658333
Dataset_deepseek-r1,p02400,0.5,0.725,0.858333
Dataset_deepseek-r1,p02414,0.56,0.8375,0.75
Dataset_deepseek-r1,p03087,0.58,0.7125,0.791667
Dataset_deepseek-r1,p02831,0.68,0.8125,0.666667
Dataset_deepseek-r1,p03285,0.3,0.7,0.633333
Dataset_deepseek-r1,p02819,0.8,0.7,0.708333
Dataset_deepseek-r1,p00001,0.75,0.775,0.741667
Dataset_deepseek-r1,p02945,0.82,0.8625,0.733333
Dataset_deepseek-r1,p02951,0.73,0.7125,0.558333
Dataset_deepseek-r1,p03695,0.65,0.875,0.720833
Dataset_deepseek-r1,p02576,0.85,0.775,0.575
Dataset_deepseek-r1,p03126,0.54,0.5125,0.508333
Dataset_deepseek-r1,p02947,0.86,0.8375,0.775
Dataset_deepseek-r1,p03456,0.45,0.8375,0.816667
Dataset_deepseek-r1,p03324,0.72,0.8,0.625
Dataset_deepseek-r1,p02953,0.61,0.825,0.758333
Dataset_deepseek-r1,p02628,0.8,0.8375,0.708333
Dataset_deepseek-r1,p00003,0.47,0.8,0.841667
Dataset_deepseek-r1,p03293,0.56,0.8,0.641667
Dataset_deepseek-r1,p02416,0.26,0.8125,0.691667
Dataset_deepseek-r1,p02417,0.32,0.7875,0.808333
Dataset_deepseek-r1,p02832,0.83,0.8,0.725
Dataset_deepseek-r1,p03720,0.73,0.725,0.691667
Dataset_deepseek-r1,p03292,0.65,0.7375,0.591667
Dataset_deepseek-r1,p02402,0.44,0.6875,0.708333
Dataset_deepseek-r1,p02403,0.26,0.675,0.725
Dataset_deepseek-r1,p02629,0.66,0.8125,0.65
Dataset_deepseek-r1,p03494,0.7,0.7625,0.733333
Dataset_deepseek-r1,p00002,0.29,0.7,0.625
Dataset_deepseek-r1,p02952,0.82,0.7875,0.758333
Dataset_deepseek-r1,p03325,0.75,0.6875,0.541667
Dataset_deepseek-r1,p03457,0.61,0.825,0.816667
Dataset_deepseek-r1,p02981,0.69,0.725,0.5
Dataset_deepseek-r1,p02946,0.65,0.875,0.758333
Dataset_deepseek-r1,p02577,0.27,0.875,0.808333
Dataset_deepseek-r1,p02995,0.87,0.8125,0.733333
Dataset_deepseek-r1,p02759,0.74,0.725,0.566667
Dataset_deepseek-r1,p02771,0.23,0.825,0.858333
Dataset_deepseek-r1,p02639,0.77,0.7,0.6
Dataset_deepseek-r1,p00006,0.59,0.6375,0.575
Dataset_deepseek-r1,p03043,0.68,0.8,0.625
Dataset_deepseek-r1,p02836,0.68,0.75,0.625
Dataset_deepseek-r1,p03282,0.67,0.725,0.55
Dataset_deepseek-r1,p02407,0.49,0.6625,0.508333
Dataset_deepseek-r1,p02412,0.47,0.7875,0.666667
Dataset_deepseek-r1,p02406,0.78,0.625,0.675
Dataset_deepseek-r1,p02413,0.77,0.725,0.725
Dataset_deepseek-r1,p03042,0.19,0.85,0.733333
Dataset_deepseek-r1,p02957,0.66,0.65,0.608333
Dataset_deepseek-r1,p00007,0.82,0.725,0.633333
Dataset_deepseek-r1,p03644,0.87,0.825,0.7
Dataset_deepseek-r1,p02772,0.41,0.8,0.775
Dataset_deepseek-r1,p02570,0.66,0.8125,0.691667
Dataset_deepseek-r1,p02994,0.67,0.7375,0.533333
Dataset_deepseek-r1,p02982,0.52,0.75,0.708333
Dataset_deepseek-r1,p03136,0.55,0.7625,0.658333
Dataset_deepseek-r1,p03308,0.61,0.725,0.583333
Dataset_deepseek-r1,p03478,0.63,0.5625,0.666667
Dataset_deepseek-r1,p02766,0.78,0.8,0.7
Dataset_deepseek-r1,p03242,0.64,0.5125,0.541667
Dataset_deepseek-r1,p00011,0.61,0.625,0.616667
Dataset_deepseek-r1,p02612,0.47,0.575,0.633333
Dataset_deepseek-r1,p03493,0.47,0.775,0.683333
Dataset_deepseek-r1,p00005,0.8,0.6375,0.7
Dataset_deepseek-r1,p02404,0.29,0.75,0.725
Dataset_deepseek-r1,p02835,0.6,0.8,0.683333
Dataset_deepseek-r1,p02410,0.49,0.85,0.741667
Dataset_deepseek-r1,p03281,0.75,0.6875,0.65
Dataset_deepseek-r1,p02389,0.7,0.675,0.541667
Dataset_deepseek-r1,p02388,0.78,0.6875,0.783333
Dataset_deepseek-r1,p02411,0.3,0.85,0.816667
Dataset_deepseek-r1,p03243,0.36,0.6125,0.725
Dataset_deepseek-r1,p03041,0.72,0.65,0.6
Dataset_deepseek-r1,p02405,0.28,0.8125,0.708333
Dataset_deepseek-r1,p02613,0.41,0.8,0.65
Dataset_deepseek-r1,p02773,0.63,0.55,0.708333
Dataset_deepseek-r1,p02983,0.54,0.725,0.566667
Dataset_deepseek-r1,p02571,0.74,0.7125,0.55
Dataset_deepseek-r1,p03109,0.21,0.5,0.566667
Dataset_deepseek-r1,p02767,0.67,0.675,0.608333
Dataset_deepseek-r1,p02264,0.75,0.75,0.641667
Dataset_deepseek-r1,p02258,0.49,0.675,0.7
Dataset_deepseek-r1,p03378,0.74,0.775,0.616667
Dataset_deepseek-r1,p03146,0.76,0.7625,0.716667
Dataset_deepseek-r1,p02700,0.29,0.7375,0.8
Dataset_deepseek-r1,p03998,0.41,0.7125,0.741667
Dataset_deepseek-r1,p04012,0.37,0.775,0.633333
Dataset_deepseek-r1,p02847,0.42,0.7,0.7
Dataset_deepseek-r1,p02675,0.19,0.8,0.733333
Dataset_deepseek-r1,p02729,0.44,0.5125,0.508333
Dataset_deepseek-r1,p02701,0.73,0.85,0.741667
Dataset_deepseek-r1,p02259,0.67,0.8,0.675
Dataset_deepseek-r1,p03435,0.71,0.8,0.575
Dataset_deepseek-r1,p02717,0.68,0.5,0.558333
Dataset_deepseek-r1,p02677,0.74,0.7,0.708333
Dataset_deepseek-r1,p02887,0.65,0.75,0.616667
Dataset_deepseek-r1,p03147,0.57,0.6,0.541667
Dataset_deepseek-r1,p02688,0.68,0.6,0.641667
Dataset_deepseek-r1,p02879,0.68,0.75,0.675
Dataset_deepseek-r1,p02886,0.66,0.8,0.616667
Dataset_deepseek-r1,p02676,0.78,0.8125,0.7
Dataset_deepseek-r1,p03352,0.78,0.7,0.683333
Dataset_deepseek-r1,p03632,0.75,0.5625,0.733333
Dataset_deepseek-r1,p03434,0.75,0.825,0.666667
Dataset_deepseek-r1,p02706,0.45,0.8,0.7
Dataset_deepseek-r1,p02909,0.26,0.6875,0.675
Dataset_deepseek-r1,p02921,0.33,0.7875,0.708333
Dataset_deepseek-r1,p02935,0.84,0.8,0.691667
Dataset_deepseek-r1,p02712,0.79,0.7125,0.725
Dataset_deepseek-r1,p02699,0.49,0.675,0.666667
Dataset_deepseek-r1,p03545,0.54,0.625,0.533333
Dataset_deepseek-r1,p03035,0.75,0.7375,0.583333
Dataset_deepseek-r1,p02934,0.89,0.775,0.775
Dataset_deepseek-r1,p02897,0.74,0.7,0.525
Dataset_deepseek-r1,p02713,0.78,0.7625,0.716667
Dataset_deepseek-r1,p02711,0.52,0.725,0.583333
Dataset_deepseek-r1,p03814,0.88,0.8,0.8
Dataset_deepseek-r1,p02705,0.85,0.85,0.791667
Dataset_deepseek-r1,p02263,0.67,0.825,0.775
Dataset_deepseek-r1,p02707,0.45,0.8375,0.733333
Dataset_deepseek-r1,p02922,0.86,0.7875,0.691667
Dataset_deepseek-r1,p02659,0.35,0.675,0.625
Dataset_deepseek-r1,p02881,0.76,0.675,0.533333
Dataset_deepseek-r1,p03037,0.5,0.6625,0.575
Dataset_deepseek-r1,p02880,0.18,0.875,0.808333
Dataset_deepseek-r1,p02658,0.75,0.7,0.708333
Dataset_deepseek-r1,p02260,0.68,0.7375,0.816667
Dataset_deepseek-r1,p02923,0.72,0.6625,0.566667
Dataset_deepseek-r1,p03220,0.6,0.7,0.608333
Dataset_mistral,p03013,0.27,0.2375,0.266667
Dataset_mistral,p02640,0.24,0.4875,0.483333
Dataset_mistral,p03239,0.52,0.65,0.441667
Dataset_mistral,p03012,0.65,0.4625,0.375
Dataset_mistral,p03775,0.57,0.5375,0.4
Dataset_mistral,p02899,0.6,0.575,0.375
Dataset_mistral,p02682,0.54,0.275,0.458333
Dataset_mistral,p02898,0.65,0.825,0.483333
Dataset_mistral,p03371,0.36,0.5,0.408333
Dataset_mistral,p02641,0.43,0.425,0.325
Dataset_mistral,p03370,0.52,0.525,0.383333
Dataset_mistral,p03416,0.63,0.725,0.525
Dataset_mistral,p02681,0.22,0.375,0.508333
Dataset_mistral,p03011,0.57,0.475,0.358333
Dataset_mistral,p04030,0.59,0.525,0.441667
Dataset_mistral,p02657,0.66,0.625,0.441667
Dataset_mistral,p02911,0.49,0.6125,0.408333
Dataset_mistral,p02694,0.65,0.55,0.525
Dataset_mistral,p02910,0.24,0.5625,0.45
Dataset_mistral,p02723,0.19,0.625,0.483333
Dataset_mistral,p03161,0.66,0.55,0.433333
Dataset_mistral,p02257,0.56,0.4,0.433333
Dataset_mistral,p03001,0.6,0.475,0.375
Dataset_mistral,p03000,0.41,0.4625,0.316667
Dataset_mistral,p02860,0.24,0.75,0.558333
Dataset_mistral,p03160,0.52,0.5875,0.491667
Dataset_mistral,p02848,0.22,0.6,0.35
Dataset_mistral,p02256,0.33,0.5375,0.483333
Dataset_mistral,p03835,0.49,0.5625,0.516667
Dataset_mistral,p02268,0.46,0.5,0.466667
Dataset_mistral,p03360,0.36,0.6125,0.533333
Dataset_mistral,p02718,0.38,0.3,0.675
Dataset_mistral,p02724,0.57,0.575,0.525
Dataset_mistral,p02917,0.21,0.675,0.575
Dataset_mistral,p02693,0.41,0.625,0.491667
Dataset_mistral,p02731,0.41,0.5875,0.341667
Dataset_mistral,p02730,0.3,0.625,0.5
Dataset_mistral,p02916,0.69,0.7,0.433333
Dataset_mistral,p02725,0.55,0.5,0.375
Dataset_mistral,p02687,0.36,0.6875,0.491667
Dataset_mistral,p02719,0.64,0.5875,0.45
Dataset_mistral,p02255,0.29,0.5,0.458333
Dataset_mistral,p02622,0.51,0.45,0.45
Dataset_mistral,p02420,0.28,0.525,0.483333
Dataset_mistral,p03474,0.2,0.275,0.375
Dataset_mistral,p02971,0.4,0.525,0.4
Dataset_mistral,p03448,0.42,0.35,0.541667
Dataset_mistral,p02959,0.53,0.525,0.341667
Dataset_mistral,p02408,0.53,0.5625,0.45
Dataset_mistral,p02391,0.24,0.625,0.591667
Dataset_mistral,p02390,0.25,0.3875,0.35
Dataset_mistral,p02409,0.32,0.575,0.516667
Dataset_mistral,p04044,0.62,0.5875,0.508333
Dataset_mistral,p03071,0.65,0.6,0.408333
Dataset_mistral,p03059,0.57,0.675,0.483333
Dataset_mistral,p03449,0.64,0.5625,0.508333
Dataset_mistral,p02582,0.46,0.425,0.383333
Dataset_mistral,p02421,0.5,0.3625,0.533333
Dataset_mistral,p02970,0.69,0.625,0.475
Dataset_mistral,p03107,0.34,0.625,0.425
Dataset_mistral,p02755,0.5,0.55,0.3
Dataset_mistral,p02958,0.27,0.625,0.383333
Dataset_mistral,p02621,0.25,0.6,0.5
Dataset_mistral,p03073,0.23,0.4375,0.316667
Dataset_mistral,p02392,0.2,0.425,0.483333
Dataset_mistral,p03072,0.52,0.45,0.316667
Dataset_mistral,p02754,0.42,0.5125,0.375
Dataset_mistral,p02393,0.61,0.5875,0.625
Dataset_mistral,p02812,0.4,0.65,0.55
Dataset_mistral,p02783,0.7,0.675,0.475
Dataset_mistral,p02595,0.54,0.425,0.45
Dataset_mistral,p03102,0.51,0.5875,0.275
Dataset_mistral,p03106,0.4,0.475,0.441667
Dataset_mistral,p02778,0.27,0.625,0.55
Dataset_mistral,p02552,0.35,0.675,0.55
Dataset_mistral,p03076,0.62,0.575,0.525
Dataset_mistral,p02397,0.32,0.5875,0.475
Dataset_mistral,p04043,0.29,0.575,0.441667
Dataset_mistral,p02988,0.28,0.4,0.475
Dataset_mistral,p02396,0.26,0.4125,0.65
Dataset_mistral,p03261,0.54,0.6625,0.625
Dataset_mistral,p02786,0.6,0.6125,0.433333
Dataset_mistral,p02802,0.32,0.5125,0.416667
Dataset_mistral,p02989,0.42,0.2625,0.466667
Dataset_mistral,p03315,0.21,0.525,0.525
Dataset_mistral,p02779,0.31,0.5625,0.4
Dataset_mistral,p02547,0.33,0.475,0.6
Dataset_mistral,p02553,0.47,0.6,0.475
Dataset_mistral,p03854,0.37,0.475,0.45
Dataset_mistral,p03471,0.24,0.5875,0.45
Dataset_mistral,p02753,0.22,0.3375,0.333333
Dataset_mistral,p02784,0.47,0.575,0.433333
Dataset_mistral,p02790,0.56,0.5375,0.491667
Dataset_mistral,p02627,0.19,0.5,0.616667
Dataset_mistral,p02419,0.3,0.3,0.483333
Dataset_mistral,p02394,0.16,0.375,0.383333
Dataset_mistral,p02418,0.25,0.675,0.458333
Dataset_mistral,p03060,0.68,0.6375,0.441667
Dataset_mistral,p03075,0.25,0.6,0.633333
Dataset_mistral,p02381,0.56,0.625,0.566667
Dataset_mistral,p03289,0.35,0.75,0.5
Dataset_mistral,p02785,0.54,0.6125,0.383333
Dataset_mistral,p02801,0.19,0.325,0.633333
Dataset_mistral,p02829,0.47,0.5125,0.633333
Dataset_mistral,p02791,0.53,0.5625,0.391667
Dataset_mistral,p03469,0.35,0.675,0.466667
Dataset_mistral,p03470,0.66,0.6625,0.508333
Dataset_mistral,p02578,0.48,0.5625,0.45
Dataset_mistral,p03316,0.29,0.5625,0.533333
Dataset_mistral,p03680,0.38,0.6,0.45
Dataset_mistral,p02993,0.65,0.675,0.55
Dataset_mistral,p03455,0.28,0.725,0.533333
Dataset_mistral,p02987,0.25,0.375,0.425
Dataset_mistral,p02777,0.6,0.6375,0.483333
Dataset_mistral,p02818,0.55,0.475,0.408333
Dataset_mistral,p02401,0.39,0.575,0.491667
Dataset_mistral,p02830,0.63,0.575,0.5
Dataset_mistral,p02415,0.26,0.625,0.375
Dataset_mistral,p02398,0.39,0.3,0.608333
Dataset_mistral,p03086,0.45,0.65,0.608333
Dataset_mistral,p03087,0.39,0.2875,0.458333
Dataset_mistral,p02399,0.25,0.6,0.558333
Dataset_mistral,p02414,0.23,0.75,0.683333
Dataset_mistral,p02831,0.39,0.5,0.375
Dataset_mistral,p02400,0.28,0.775,0.741667
Dataset_mistral,p02819,0.64,0.675,0.608333
Dataset_mistral,p03285,0.22,0.475,0.433333
Dataset_mistral,p02945,0.68,0.675,0.533333
Dataset_mistral,p00001,0.61,0.55,0.525
Dataset_mistral,p02951,0.57,0.55,0.458333
Dataset_mistral,p03695,0.37,0.425,0.308333
Dataset_mistral,p02576,0.61,0.6125,0.458333
Dataset_mistral,p03126,0.36,0.2875,0.3
Dataset_mistral,p03456,0.37,0.6125,0.616667
Dataset_mistral,p02947,0.49,0.625,0.541667
Dataset_mistral,p03324,0.49,0.4125,0.308333
Dataset_mistral,p02953,0.48,0.525,0.675
Dataset_mistral,p00003,0.26,0.85,0.608333
Dataset_mistral,p03293,0.56,0.65,0.5
Dataset_mistral,p02628,0.58,0.6375,0.458333
Dataset_mistral,p02402,0.24,0.7625,0.608333
Dataset_mistral,p02416,0.27,0.625,0.758333
Dataset_mistral,p02403,0.24,0.725,0.716667
Dataset_mistral,p03720,0.66,0.6,0.35
Dataset_mistral,p02832,0.58,0.5375,0.466667
Dataset_mistral,p02417,0.3,0.6,0.65
Dataset_mistral,p00002,0.33,0.625,0.5
Dataset_mistral,p02629,0.25,0.2,0.516667
Dataset_mistral,p03292,0.65,0.575,0.508333
Dataset_mistral,p03494,0.45,0.5375,0.466667
Dataset_mistral,p03457,0.37,0.55,0.541667
Dataset_mistral,p02946,0.32,0.575,0.45
Dataset_mistral,p02577,0.24,0.7625,0.625
Dataset_mistral,p03325,0.52,0.6625,0.508333
Dataset_mistral,p02952,0.59,0.65,0.491667
Dataset_mistral,p02981,0.53,0.55,0.475
Dataset_mistral,p02995,0.24,0.3375,0.575
Dataset_mistral,p02639,0.57,0.5875,0.433333
Dataset_mistral,p02759,0.57,0.475,0.433333
Dataset_mistral,p02771,0.24,0.4625,0.516667
Dataset_mistral,p00006,0.35,0.75,0.716667
Dataset_mistral,p02836,0.4,0.6,0.516667
Dataset_mistral,p03043,0.59,0.6,0.475
Dataset_mistral,p02407,0.22,0.75,0.55
Dataset_mistral,p02413,0.38,0.6625,0.458333
Dataset_mistral,p03282,0.25,0.6875,0.508333
Dataset_mistral,p03042,0.27,0.625,0.641667
Dataset_mistral,p02406,0.19,0.4625,0.675
Dataset_mistral,p02412,0.21,0.5875,0.525
Dataset_mistral,p00007,0.53,0.475,0.558333
Dataset_mistral,p02957,0.37,0.4125,0.366667
Dataset_mistral,p03308,0.45,0.6625,0.525
Dataset_mistral,p02994,0.48,0.3375,0.391667
Dataset_mistral,p02570,0.41,0.625,0.55
Dataset_mistral,p03136,0.5,0.5625,0.466667
Dataset_mistral,p03644,0.41,0.375,0.466667
Dataset_mistral,p02772,0.25,0.5,0.441667
